OBJECTID,Precinct,VoteByMail,BallotGroup,SerialNumber,VBMVoters,PollVoters,Shape__Area,Shape__Length
35287,9002901A,1,222,7747,1424,474,4169553.39941406,8386.50118750051
35288,9001413A,1,222,7648,1303,393,66848070.7773438,66110.5674437425
35289,9001135C,1,222,7625,146,39,5008930.79003906,12527.1659133223
35290,9001283A,0,222,1371,1711,579,5524276.90917969,12119.0616204678
35291,5000072D,1,357,7027,112,39,95223679.0263672,52795.2910947138
35292,5000043H,1,357,7012,0,0,202839071.763672,82788.3439862805
35293,6250076A,0,233,905,1680,612,18939161.71875,19705.9235980579
35294,6250109A,0,233,908,1863,591,4941435.50488281,9505.53953556574
35295,6250092A,0,233,906,1925,695,7777771.49804688,11294.6341833454
35296,6250067A,0,233,902,1395,510,4165158.15429688,9955.73711263434
35297,6250098A,0,233,907,2088,668,10455390.3046875,15033.0874161991
35298,6250043A,0,233,898,3097,974,16562441.1689453,18990.5989345914
35299,6250015A,1,233,7326,1332,395,7722452.0078125,11525.1108935921
35300,6250018A,0,233,893,1492,522,2719187.26660156,6722.82440176529
35301,6250127A,0,233,910,2680,911,7390190.59277344,12133.9649895981
35302,6250021A,0,233,894,2719,931,7681850.14355469,11083.915737756
35303,6250006A,0,233,891,3133,986,18583342.4746094,20375.7640008587
35304,6250026A,0,233,895,2447,809,10180959.3798828,16763.5447339214
35305,6250061A,0,233,901,2212,912,7115561.9375,15672.0488110138
35306,6250012A,0,233,892,2272,794,5801938.02441406,10324.4153108397
35307,6250045A,0,233,899,2435,839,21338456.3193359,24366.3754497692
35308,6250038A,0,233,897,2321,827,12818235.5585938,16862.7668647036
35309,6250110A,0,233,909,2027,645,3830028.49902344,8695.3665196089
35310,6250003A,0,233,890,2926,965,24635204.9179688,24462.5561340222
35311,6250046A,0,233,900,2813,926,7035331.68359375,11009.7856646125
35312,6250069A,0,233,903,2315,731,8570855.10546875,15312.0926192888
35313,6250032A,0,233,896,2391,695,8312789.01757813,11948.530224625
35314,6250070A,0,233,904,2497,883,13533848.5097656,17433.0811779615
35315,6250089A,1,233,7327,836,310,4708618.58984375,8875.61667710518
35316,3450008A,0,893,468,1390,582,8360330.41992188,11617.2372147182
35317,3450085A,0,893,482,1917,710,12002813.6455078,15421.7384110907
35318,3450001A,0,893,467,1419,654,8321406.77734375,11583.1399986932
35319,1900039A,1,89,6438,491,178,2053384.45507813,8778.34131562834
35320,1900024A,1,89,6433,489,147,3409462.80859375,7763.19997904448
35321,7900010A,1,186,7565,726,278,71780480.8232422,48392.653276721
35322,3650026A,1,866,6790,0,0,43575.0830078125,2574.17873532419
35323,9002544A,0,885,1614,1274,836,7389243.69726563,14884.0079443435
35324,9001042A,0,885,1331,1081,874,5519697.23632813,10118.4249242289
35325,9002591A,1,885,7721,525,332,3920165.828125,8368.91380068398
35326,9002551A,0,885,1616,1020,903,4339327.63085938,9268.33409088222
35327,9001427B,1,885,7651,337,146,963861.43359375,4632.75626746622
35328,9002542A,0,885,1613,1090,885,7576711.38867188,15288.1827937779
35329,9001188A,0,885,1356,1106,812,4859005.01074219,10502.741787103
35330,9002549A,0,885,1615,1191,870,5220705.44433594,11987.6374301312
35331,9002537A,0,885,1611,1171,865,5411068.95996094,11077.3549365633
35332,9001079A,0,885,1337,914,808,4014948.45214844,10133.675066308
35333,9001204A,0,885,1360,1277,775,7159220.13476563,13874.1467814217
35334,9002588C,0,885,1622,1141,756,6780820.69335938,13023.4225404185
35335,9002534A,0,885,1610,1101,797,4644582.37011719,9236.45172520091
35336,9001780A,1,885,7674,351,365,2113651.03222656,7095.88868457239
35337,9002540A,0,885,1612,952,798,7076688.33203125,12282.7302063466
35338,9001246A,0,885,1366,1281,729,8294384.21289063,12844.081320491
35339,5750033B,1,606,7218,0,0,854943.083007813,5397.69510883925
35340,5200010B,1,509,7101,0,0,361538.513671875,3454.17091607543
35341,5200022A,1,509,7104,0,0,249238.966796875,11127.8713334208
35342,9002631A,0,283,1625,1504,586,3830523.91308594,9815.38640987724
35343,9001804C,0,283,1472,1547,696,3800193.65332031,8482.41145607122
35344,0090006A,1,335,6048,62,18,289232961.703125,92827.2447859926
35345,6300026A,1,335,7347,0,0,96552716.6865234,47462.5852921942
35346,1040012D,1,335,6217,2,0,881412016.366211,134151.449468335
35347,0050014A,1,335,6011,491,251,1434287379.52637,278467.616921692
35348,1040012A,1,335,6216,92,24,1024409706.41602,295068.671665053
35349,0050004H,1,335,6005,0,0,13588520.6523438,120128.942329451
35350,1750052B,1,335,6335,0,0,4660266.03320313,44119.4689177018
35351,5000011C,1,335,7001,0,0,1076075.73046875,11199.1412894811
35352,2350032A,1,31,6529,61,22,664421.630859375,3773.00480815798
35353,2100047A,0,116,292,1682,679,14196663.5400391,21290.2529542736
35354,2100021A,0,116,289,2024,972,16545196.7841797,17046.7441096584
35355,2100105A,0,116,294,1923,848,15122849.4335938,17365.635899766
35356,2100019A,1,116,6478,592,274,8942764.59375,13575.6875979494
35357,2100001A,0,116,286,2296,990,15380674.8095703,17792.62149152
35358,9001569A,0,458,1426,2454,914,13198203.9882813,16256.1022226677
35359,9001558A,0,458,1422,2571,889,15514850.8623047,18325.7628364551
35360,9001562A,0,458,1423,1641,599,10198820.953125,16179.190100654
35361,9001565A,0,458,1425,1910,719,9181499.35058594,12399.4288223804
35362,9002913A,0,458,1643,2515,799,6124589.953125,11890.5053874845
35363,9001527A,0,458,1415,2815,849,14074687.9003906,17326.3371127097
35364,9005291A,0,458,1710,1403,500,4785301.51074219,10880.2409486492
35365,9000269B,0,458,1160,2321,888,15224511.1962891,19367.2211427858
35366,9001165A,0,458,1351,1727,549,7348142.96386719,13361.2155675909
35367,7770011B,1,194,7537,0,0,9403614.12011719,15605.740468001
35368,1300025C,0,520,182,2657,885,138776177.779297,102716.002666459
35369,2350030A,1,520,6526,140,28,1746923.80371094,8015.51460902042
35370,0900004D,1,234,6164,0,0,47494.5478515625,911.683654189036
35371,0900004C,1,234,6163,0,0,162149.038085938,1987.87818723945
35372,0900001B,1,234,6161,0,0,207335.114257813,2333.74504944058
35373,0900006B,1,234,6165,13,3,359794.046875,2420.36637448624
35374,0900028A,1,234,6166,0,0,7333.947265625,880.00717088322
35375,0900038A,1,234,6168,12,3,26013.498046875,673.127157442125
35376,0900033B,1,234,6167,9,2,49374.0478515625,2946.43443563554
35377,9001614A,1,803,7663,800,364,3699145.546875,8233.2130343262
35378,9002523A,1,803,7715,286,172,1392088.25585938,4906.15202372103
35379,9000784A,0,274,1282,1275,552,4883469.171875,11985.0760171713
35380,9003293A,1,289,7773,7,7,316620.409179688,2443.18834348748
35381,6220133A,1,393,7291,1027,275,9893549.67675781,13283.7951685063
35382,6220109A,1,393,7280,1963,495,25493145.0341797,23400.2767603829
35383,4400019A,1,758,6900,55,23,416754.530273438,3491.26241304152
35384,5000124A,1,360,7038,116,39,1971622.68164063,8011.01825625302
35385,1850100A,0,725,259,1952,829,17737988.9238281,23169.3618260633
35386,1850080A,0,725,257,2212,994,21590387.1738281,19879.3320410567
35387,1850079A,0,725,256,949,511,8009438.32226563,11541.1281047778
35388,1850076A,0,725,255,1466,664,11902830.5322266,16400.1528448309
35389,1850073B,0,725,254,998,506,9919578.79785156,20066.2654960719
35390,9001277A,0,230,1368,2634,832,6810864.37597656,13162.9419540815
35391,9001359A,0,230,1378,2828,988,12271809.0527344,18926.2140983968
35392,9001341A,1,230,7642,1049,360,5804323.47558594,11690.0417108092
35393,9001332B,1,230,7641,368,107,19396104.2558594,23513.4740749267
35394,9000567A,0,230,1237,2518,901,14705634.3183594,19003.3492052161
35395,9003150A,0,230,1667,1462,850,6360334.97265625,11710.7041700824
35396,9003215A,1,230,7761,2,0,190272.109375,1808.8272781138
35397,9003552A,1,230,7800,704,492,14920085.6054688,16926.8001460449
35398,9001221B,1,230,7632,976,327,4721242.06835938,10336.8235605523
35399,6250128C,1,232,7328,57,12,584032.569335938,5260.83507801357
35400,2780001A,1,208,6605,782,309,37018031.875,37839.010941299
35401,2780002A,1,208,6606,176,77,10007446.0615234,16818.783120957
35402,6850201A,1,24,7435,37,15,786876091.925781,161572.868492587
35403,9000624C,1,776,7595,142,70,2081877.05078125,6454.0109512545
35404,9003465A,1,776,7795,347,111,11886929.3232422,14625.5526865186
35405,9007936A,1,776,7863,53,19,617203.877929688,6693.82166699368
35406,9007928C,1,776,7862,14,4,3118256.65625,11047.1104250527
35407,2100005G,1,112,6471,211,97,6293238.58496094,13371.4612024632
35408,6530002A,0,140,918,1638,754,29981913.2490234,37126.939373024
35409,3500017B,1,546,6762,0,0,12403402.4736328,31234.878471479
35410,5750035A,0,570,823,1568,746,13052065.7939453,17540.2223257083
35411,6650033B,1,570,7387,403,193,3122465.078125,9294.17453135857
35412,5750024A,1,570,7215,1150,491,6823940.74609375,12845.328393205
35413,6650032B,1,570,7386,186,62,1160619.54785156,4850.11811993195
35414,5750073A,0,570,824,1965,883,22742318.3867188,22015.3626276011
35415,5750002A,0,570,819,1555,728,12325205.5498047,19986.3573885846
35416,5750020A,1,570,7213,823,346,5387566.58105469,9550.22622391654
35417,1940013A,0,118,263,1608,654,11871574.0058594,16569.3950006358
35418,1450141A,0,875,200,1078,579,8857297.70019531,28453.3968617629
35419,1450137B,1,875,6293,311,167,2308564.59082031,8013.13233434439
35420,1450142A,0,875,201,1462,728,7132187.28222656,13782.940755591
35421,1450164F,1,875,6299,2,7,31357.521484375,831.460255202825
35422,1450164A,1,875,6298,0,0,53661.96484375,990.560089147679
35423,1450149A,1,875,6296,633,372,8507656.32324219,44717.7793294164
35424,6530041B,0,145,920,1438,709,9991497.92089844,13168.1400240126
35425,6530004A,1,145,7361,652,362,7246466.65820313,12986.0338388556
35426,6530045B,1,145,7363,235,92,4824689.95996094,17554.1060413162
35427,6850029A,1,543,7424,0,0,16430768.1025391,44070.8117780938
35428,2630001B,1,682,6579,192,49,3084973.68457031,9702.8905889445
35429,9003235A,0,236,1674,1497,701,5389715.41113281,10669.1877375426
35430,9001545A,0,236,1418,1882,830,9712427.36328125,14364.3632092181
35431,9002921A,0,236,1644,2268,711,9704447.93457031,13755.9610545636
35432,9005934F,1,236,7839,63,22,208923.141601563,2895.71680990747
35433,9005936A,0,236,1736,1857,657,8404372.53613281,17049.6854933561
35434,9002388A,0,236,1585,1674,737,7903086.92480469,12034.774475381
35435,9001546A,0,236,1419,1408,751,5898850.62011719,11261.5220576333
35436,9001244B,1,236,7633,809,272,3539727.47949219,8709.30489547043
35437,9001553B,0,236,1421,2855,982,17878124.8496094,18499.6013289269
35438,2040030A,0,614,284,2083,636,15048902.8623047,18732.2845186947
35439,7050064A,0,614,965,1533,521,10479288.6503906,14020.6116103727
35440,2020012A,0,614,281,1746,716,17476367.0488281,26692.1171893669
35441,2040012A,0,614,283,2349,706,12030507.9697266,21441.5598995608
35442,6850006A,1,19,7418,1,3,298086.479492188,4720.24328919338
35443,6850017A,1,19,7421,158,50,1159236.4609375,4648.72037662216
35444,3450079A,1,811,6750,720,288,4847638.54003906,10071.8160440611
35445,3450092A,0,811,484,1953,875,10956519.2529297,18109.266165873
35446,3450091A,0,811,483,2071,945,9550943.94921875,14184.0456720882
35447,4500011C,1,562,6932,1,1,233490.8046875,2701.8570711391
35448,7150098E,1,262,7454,0,0,306545.446289063,2757.61221118158
35449,0600041A,0,49,67,1910,942,12158084.0957031,17358.8586826179
35450,0600016A,0,49,59,1965,818,11442128.7597656,16036.3342004718
35451,0600001A,0,49,54,1605,817,14087558.5126953,16147.2204899699
35452,0600017C,1,49,6127,0,0,428200.948242188,3305.37321964798
35453,0600009A,0,49,56,1066,515,9891912.21484375,18054.0115072901
35454,0600026B,0,49,63,1740,918,11744711.1503906,17207.7820152261
35455,0600035A,0,49,66,1818,914,12123058.7802734,14972.6661504775
35456,0600024B,0,49,61,1442,636,11921523.2724609,19064.2183184241
35457,0600006A,0,49,55,1297,698,10539120.3017578,13249.6618481445
35458,0600014A,0,49,58,1901,859,10699598.2070313,13944.1110237573
35459,0600029C,0,49,65,1460,673,16363812.5195313,29835.8438699307
35460,0600021E,0,49,60,1470,736,11924128.4042969,17435.5806181914
35461,0600025A,0,49,62,1821,819,12801481.3427734,15074.2715253224
35462,0600012A,0,49,57,1882,909,11672920.3623047,16666.8874065586
35463,0600036A,1,49,6131,681,405,8677769.86328125,13240.7392463404
35464,0600027A,0,49,64,1519,678,9891714.86132813,15182.3523519151
35465,5250155B,1,174,7147,211,63,2812729.85253906,8143.30807203344
35466,9002044A,0,297,1510,2653,980,6816015.40234375,11351.1356628757
35467,9001592A,1,297,7662,459,181,2622004.01269531,6735.48580383963
35468,9007542A,0,297,1797,1526,882,6010670.42773438,12368.36066596
35469,9001629A,0,297,1437,2327,752,5126216.13964844,10556.6203659965
35470,9005401A,0,297,1715,2156,849,7051650.75878906,11975.6530533223
35471,9003267A,1,297,7768,12,7,577030.463867188,6227.20498453864
35472,9002364A,0,297,1582,1380,827,7632173.10742188,14183.7976752643
35473,9000050A,1,297,7572,143,44,246787.571289063,2070.34690110769
35474,9001631A,0,297,1438,2712,967,6705701.61035156,14689.6838615147
35475,9003952A,0,297,1682,2374,922,5327476.55859375,10554.8412826945
35476,9001470A,0,297,1400,2218,837,10394073.6953125,14457.637713204
35477,9002065A,0,297,1517,2469,838,3986359.67773438,8516.57044732862
35478,9001543A,0,297,1417,2639,839,5661809.85546875,9698.07023616314
35479,9001098A,0,297,1343,2807,888,6511546.75390625,12832.1732617355
35480,9005003A,0,297,1699,2898,930,6717251.86328125,13322.2518612086
35481,9001781B,0,297,1467,1955,964,13396581.7949219,16655.1872703358
35482,1450027A,1,882,6291,345,187,3936724.97460938,11066.544861933
35483,1450055A,0,882,196,1184,647,15637082.7353516,25907.9110112683
35484,1450010A,1,882,6287,29,33,454216.509765625,6741.16858034343
35485,1450024A,0,882,189,1734,975,16852110.2548828,24418.5059217113
35486,1450033A,0,882,191,1659,880,10864703.7802734,19100.1584758402
35487,1450026A,1,882,6290,847,460,5591177.32714844,11324.0972621101
35488,1450029A,0,882,190,1424,833,8452961.16796875,14866.9147400187
35489,2100112A,1,120,6493,1165,486,6370617.55371094,16325.3436014021
35490,3500002A,1,539,6755,0,0,454605.6015625,14113.2581972967
35491,9000086A,0,7,1108,1708,677,12149729.7314453,14490.8325157705
35492,9002386A,1,7,7708,0,0,394565.614257813,3305.32049650244
35493,9000416A,1,28,7586,867,379,15997147.1152344,19856.5838687569
35494,9003996A,1,28,7820,26,12,51254186.3583984,31792.2367288347
35495,9000087A,0,28,1109,1508,704,10666820.1064453,15711.1476947082
35496,9000640A,0,28,1257,1255,538,49580467.9580078,34429.1262396831
35497,9000655A,0,28,1261,2121,926,10279348.2685547,15009.6328592998
35498,9002256B,0,28,1560,1427,626,191046037.729492,112137.833824071
35499,9002857A,1,28,7740,1,4,97192.0341796875,1547.88142865835
35500,9000639A,0,28,1256,1934,914,20819006.4560547,19963.0125823125
35501,9007333A,0,28,1794,1564,753,20450702.4863281,19981.4086356793
35502,9005646A,0,28,1724,2123,998,23443102.953125,21482.9846026891
35503,9000008A,0,28,1088,2179,916,10152240.6289063,15578.0707054234
35504,9007321A,0,28,1793,1939,948,92088658.1689453,43826.9562935798
35505,9007313A,0,28,1792,1533,668,17959218.8779297,20906.3699577633
35506,9000654A,0,28,1260,1583,663,66510061.1044922,44700.6828643386
35507,9000021A,0,28,1091,2034,749,17599511.1347656,24373.2646489534
35508,9000636A,0,28,1255,2091,954,13987062.5537109,17474.6293364504
35509,9000753A,1,28,7603,2,6,1663521.44335938,8108.92948904732
35510,9000695A,0,28,1266,1679,797,225175240.915039,79170.4181017544
35511,5050002A,0,251,719,2050,560,26705851.7070313,26125.2689249326
35512,5050008A,0,251,721,2688,744,62545172.8515625,39738.9687451732
35513,5050004A,0,251,720,1658,563,25979089.2607422,30758.8785890486
35514,5050012A,0,251,722,1925,561,18761610.4716797,29230.0176235524
35515,9003910A,1,237,7812,0,0,134461.455078125,4738.80359989905
35516,0150049A,0,577,19,2272,908,21961457.3212891,19340.4637892906
35517,0150028B,1,577,6059,1202,416,5505571.29589844,10890.8879254047
35518,0150021A,1,577,6058,1039,458,9953582.90917969,12762.4667425914
35519,0150042A,0,577,18,1955,792,11150875.7910156,13883.4410138973
35520,2500009A,0,872,318,1529,808,13966785.3642578,15845.3287844869
35521,2500024A,0,872,324,1502,627,14027375.7119141,15892.4285708807
35522,3670011A,1,872,6792,0,0,33784.431640625,2730.04418359442
35523,2500041A,0,872,326,1318,691,15711252.3378906,19108.8292670976
35524,2500004A,0,872,317,885,530,5249970.13085938,10843.471941784
35525,2500002A,0,872,315,1254,727,6898398.31738281,10558.3797150108
35526,6700012A,1,789,7391,1089,451,6404252.26953125,10528.9307434234
35527,6700036A,1,789,7397,788,363,4762183.40527344,10728.288909932
35528,6220129D,1,403,7290,23,6,442978.375976563,3171.4875399569
35529,6220007A,0,403,852,2012,788,20162878.3964844,20195.3891307769
35530,6220167I,1,403,7302,0,0,371636.986328125,3116.54841863503
35531,6220004A,0,403,850,2746,957,17172213.1347656,19407.8580175781
35532,6220167C,0,403,881,2643,860,38801919.0185547,25224.2995915634
35533,6220049B,1,403,7268,10,5,328206.864257813,3467.01797516048
35534,1040025A,1,327,6220,2,0,312898533.496094,88422.9732088751
35535,3450078A,1,816,6749,447,204,2591242.57617188,7536.11166615142
35536,5240002A,1,816,7121,43,24,959781.708007813,5687.71810844708
35537,3450093A,1,816,6753,591,236,2931869.41210938,7781.24757553458
35538,3450002A,1,816,6740,895,342,6271056.31445313,10430.9411933939
35539,3450070A,1,816,6747,598,211,5461499.20117188,9999.61478844009
35540,9001914A,1,293,7682,0,0,395644.427734375,5198.91576529477
35541,4400031A,1,545,6910,312,131,23513905.9902344,25716.3977138752
35542,4400008A,0,545,647,1697,622,138539238.503906,52444.9767606003
35543,3850221A,1,959,6849,0,0,1619246.0390625,5971.08028241895
35544,9002280A,0,446,1564,1774,622,8611542.52539063,13318.3545204307
35545,2600011A,1,764,6554,828,349,7014940.92578125,13659.6804502305
35546,2600107A,1,764,6573,775,291,12570046.5273438,16630.1754519405
35547,2600026A,0,764,368,1496,653,13471226.6132813,18752.5883830258
35548,1250021A,1,764,6256,42,11,282870.465820313,2704.10899966745
35549,2600044A,1,764,6562,79,36,831309.060546875,5380.18589814525
35550,2600040A,0,764,370,1368,641,13385087.3876953,19720.0123880049
35551,2600106A,0,764,373,1850,779,22607587.7792969,21772.4095482907
35552,6220091A,0,395,873,1749,607,171792428.887695,93664.5534657978
35553,6220121A,1,395,7284,1543,411,71769403.9873047,43029.6610490618
35554,6220127E,1,395,7287,0,0,35288256.7900391,28424.6389937996
35555,6220190A,0,395,884,2416,652,18733779.2539063,27882.5014865729
35556,6220062A,1,395,7270,1022,410,16215131.7998047,24024.2048131271
35557,6220153F,1,395,7299,0,0,861500.395507813,5855.71383864926
35558,1940004A,1,759,6439,1213,475,9882984.40136719,17586.9073574055
35559,4400020A,1,759,6902,0,0,98723.36328125,3452.23865774718
35560,4400018A,1,759,6899,65,11,734509.977539063,10128.117114276
35561,4400019B,1,759,6901,6,6,421169.016601563,3307.97917674755
35562,1940011A,1,759,6441,825,348,5655713.54492188,11279.1785984465
35563,0350060A,1,759,6093,0,0,11183.025390625,673.278365675715
35564,6530002M,1,141,7360,0,0,20779.5244140625,642.134867563325
35565,6530002C,1,141,7358,0,0,46807.0419921875,1279.99473146512
35566,7150043A,1,260,7450,0,3,132668.427734375,1548.17021436529
35567,7150043B,1,260,7451,41,18,226058.537109375,2226.46403413281
35568,0050023A,1,497,6013,2,3,329626243.080078,146413.735815631
35569,2520001A,1,206,6532,0,0,27964.99609375,760.005079600078
35570,1940020A,1,585,6443,0,0,10186.466796875,657.604329670906
35571,0350038A,1,585,6087,621,219,5953218.86425781,9841.61733168247
35572,0350049A,0,585,38,1924,670,19729796.3457031,19517.5018353978
35573,0350058C,0,585,39,2540,972,24108693.0761719,21485.7455577636
35574,0350104E,1,585,6098,95,29,868067.069335938,4939.17018554632
35575,6230052K,1,715,7322,0,0,844658.435546875,3738.99325131145
35576,9000731A,0,282,1271,1565,579,4819183.89160156,14187.8750980763
35577,0750042A,0,723,85,1787,939,11149621.7226563,15988.0901899463
35578,0750006A,1,723,6149,718,308,5277334.98046875,9856.25963608487
35579,6200001A,1,600,7250,927,267,13965652.2451172,28340.0593899264
35580,6200012A,1,600,7254,1063,332,13631664.6044922,16927.756662839
35581,6200004A,1,600,7251,164,44,1564757.37109375,6214.39972952139
35582,6200007A,0,600,849,2397,718,31692198.2744141,30887.5217902544
35583,6200016A,1,600,7255,1685,451,16858359.2900391,19170.4207081014
35584,6200006A,1,600,7252,895,246,27407023.0712891,28435.3122043692
35585,5200002C,1,363,7095,25,10,63536985.8798828,64188.397044114
35586,1770019A,1,363,6367,38,17,28377086.9716797,35725.2410353855
35587,5200175A,1,363,7111,62,25,26231127.9287109,41201.0392732806
35588,5200050A,1,363,7109,18,11,31643664.7519531,34273.3304132132
35589,5200044B,1,363,7108,1,1,626184.37890625,4680.5950266623
35590,3700042G,1,363,6803,44,11,138702462.852539,52762.987504922
35591,6220241F,1,402,7317,0,0,232033.0625,5088.31770785717
35592,6220206A,1,402,7311,8,3,176729.577148438,2847.04705138587
35593,6220102A,0,402,877,2544,914,17020416.2597656,24162.8973988516
35594,6220233A,1,402,7315,1192,228,9717284.90917969,22875.9696058009
35595,6220161E,1,402,7300,0,0,8290.517578125,402.587867106228
35596,6220106A,0,402,878,2292,889,29656762.2294922,30836.8046928736
35597,6220073A,1,402,7275,208,66,2862580.98925781,7673.51243913331
35598,6220071A,1,402,7273,677,228,4894965.93261719,11329.0871976077
35599,6220085A,0,402,871,2187,689,91955143.9980469,58075.3441189459
35600,6220107B,1,402,7279,1516,472,24201260.2822266,26434.252917938
35601,6220005A,0,402,851,2195,809,30052323.2724609,36294.6399927761
35602,9002171A,1,279,7695,1502,469,11903431.2490234,29181.8795294686
35603,9000852B,1,279,7610,506,160,2571836.546875,6841.88468282404
35604,9003176A,1,279,7755,12,4,13079723.8730469,18150.5397905965
35605,9000700B,1,279,7600,178,54,1669043.54101563,6607.78399290927
35606,6850021C,1,15,7423,9,2,57827176.7275391,35885.4321376807
35607,6000018A,1,36,7238,432,222,4128033.02734375,13442.4769665742
35608,6000015C,1,36,7236,2,1,1426479.32617188,5756.10697363758
35609,6000011A,0,36,833,2028,860,92567495.6376953,61549.8400679941
35610,6000010D,1,36,7234,704,259,9546261.90136719,15247.6503963575
35611,6000029A,1,36,7241,0,0,18960.4619140625,1848.14712295104
35612,5500114A,1,36,7177,0,0,6239617.20996094,13233.2755163932
35613,6000057A,1,36,7244,1472,474,34282431.9873047,26320.7967461857
35614,6000013B,0,36,834,1638,607,18891666.0029297,20375.3886016288
35615,9003248A,1,489,7763,13,10,253339.728515625,3038.0138977723
35616,7600032A,1,675,7482,1766,481,49600226.0712891,40295.3995254933
35617,7600001A,0,675,1012,2402,821,26744967.1572266,24915.3269352456
35618,7600002A,0,675,1013,1642,595,18876163.4277344,27511.3928445302
35619,7600006A,0,675,1015,1928,651,30668300.7958984,24028.0368706594
35620,7600003A,0,675,1014,2510,787,56465055.8535156,31331.8798672784
35621,1070016A,0,793,168,1568,549,12216782.7773438,15962.6842824431
35622,1070041A,0,793,174,1968,707,26981645.7958984,20587.22466768
35623,1070049A,1,793,6240,1341,488,6116026.55175781,10513.6826808337
35624,1070037A,0,793,173,2013,822,25362712.8300781,19875.5786899323
35625,0700003A,1,819,6143,0,0,4442697.28222656,11357.4811724681
35626,0700005E,1,819,6145,15,13,12413608.9863281,18533.1882770696
35627,4700003C,1,424,6960,9,5,46771745.5537109,63303.4246792738
35628,6820009A,0,424,959,2579,777,36009392.9189453,41181.4982008246
35629,6820023A,0,424,961,2674,840,19260694.5273438,20920.8458948883
35630,4700002A,1,424,6956,0,0,3560923.05566406,9275.95949497248
35631,6820004J,1,424,7408,0,0,3553756.29492188,22803.1541880026
35632,4700003B,1,424,6959,0,0,64460949.3681641,32913.9358374152
35633,6820007A,1,424,7410,1558,496,43394213.1054688,29110.2014642817
35634,6820004C,1,424,7406,0,0,190394431.067383,65809.266852238
35635,9001168A,1,781,7627,389,125,5554853.96972656,10474.5179443128
35636,0750004A,1,734,6148,160,86,871438.369140625,3958.44807888343
35637,0750029C,1,734,6151,652,344,3516301.88867188,7973.36249694964
35638,4700006T,1,443,6969,0,0,51300455.0634766,38388.655017026
35639,0350059A,1,588,6092,1,1,39591.50390625,912.838439793516
35640,6650034A,1,567,7388,771,328,6688175.21191406,12302.2064293681
35641,5750027C,1,567,7217,4,1,796594.998046875,4148.23382501626
35642,5750027A,1,567,7216,895,440,6890469.4296875,10493.2779978187
35643,9002409A,0,460,1589,2055,826,11785157.4462891,17030.6434290335
35644,9005296A,1,460,7829,0,0,190.5,68.9027515617867
35645,9002397A,0,460,1587,1416,515,6474410.00683594,12116.3682421679
35646,9002395A,0,460,1586,2544,660,8055433.46972656,13080.1516148722
35647,9005294A,1,460,7827,0,0,4248.4970703125,318.872479991696
35648,9005301A,1,460,7831,0,0,514.50390625,125.474869444526
35649,9005297A,1,460,7830,0,0,2192.9921875,223.27477355366
35650,9002405A,1,460,7711,572,264,3680982.33007813,10265.4728724233
35651,9002401B,0,460,1588,2355,793,8036098.23144531,15817.3398494033
35652,9003280A,1,460,7770,922,357,4637940.41601563,10394.2921269336
35653,9002674A,1,460,7726,4,0,2520518.44921875,9260.74926876395
35654,9001622A,0,460,1435,1839,849,8426754.60351563,14184.2918271123
35655,9005295A,1,460,7828,0,0,228.998046875,128.348985459884
35656,6300460A,1,329,7352,43,16,663929257.380859,221230.398125327
35657,0070027C,1,195,6040,0,0,989111.047851563,4166.00383528311
35658,0070027A,1,195,6038,0,0,2420291.49902344,7737.38789849089
35659,0070002A,1,195,6032,69,24,1986104.9296875,5721.95706866078
35660,0070027B,1,195,6039,1,1,75277519.8251953,46739.5660482015
35661,7850007A,0,889,1076,1548,943,11297135.2597656,14597.7012583654
35662,7850017A,0,889,1079,1770,969,7680065.05371094,14351.8616738089
35663,7850013B,0,889,1078,1393,767,13914530.4736328,17987.1733612939
35664,7850024A,0,889,1080,1533,993,10296451.7763672,16400.9720867541
35665,3850407A,1,919,6861,0,0,128989.958984375,2092.04503964796
35666,3850035A,1,919,6829,660,319,9737356.98046875,17788.5289627298
35667,0550085F,1,77,6125,0,0,1909224.03808594,7620.26292872436
35668,3850002C,1,955,6826,0,0,233245.094726563,2413.0549170618
35669,1000075B,1,189,6183,157,56,16245360.2285156,17087.0433930895
35670,1000076A,0,189,136,2371,822,36363533.7275391,38884.7885320343
35671,1000016A,0,189,134,3017,987,73315606.0908203,48902.9828426862
35672,5100044A,1,904,7049,2,0,3566677.06445313,10069.7178372876
35673,5100004A,1,904,7046,17,4,2066068.01953125,7233.10153325585
35674,3750010A,1,507,6812,0,0,16863112.3554688,18912.2504992486
35675,6220191C,1,389,7305,0,0,3085453.04589844,7622.55824216794
35676,6220191B,1,389,7304,0,0,1828209.60742188,5408.58644706786
35677,1850049A,1,711,6410,30,8,497232.487304688,7364.12077499584
35678,2600004E,1,761,6549,337,109,8790363.86523438,12481.1631792125
35679,1680004A,0,874,227,1448,608,6412226.41113281,11846.3654459009
35680,1680001A,1,874,6328,951,335,6335717.30761719,11089.7340112015
35681,1680002A,0,874,226,1155,539,9135702.046875,12993.9143790446
35682,1680007A,0,874,228,1402,619,6498843.60449219,11389.2884424835
35683,6650011D,1,181,7384,0,0,59350.5634765625,1478.66852877671
35684,5600015A,1,181,7194,0,0,408432.149414063,2988.1343822882
35685,1770015C,1,313,6359,15,4,76497753.0341797,73061.829709672
35686,0050028B,1,313,6016,2,0,70212398.6152344,41356.343239966
