OBJECTID,Precinct,VoteByMail,BallotGroup,SerialNumber,VBMVoters,PollVoters,Shape__Area,Shape__Length
35687,5200007C,1,495,7098,0,0,41983130.0390625,28655.323366451
35688,6650032A,0,609,945,1585,676,12144934.6171875,22407.4950386027
35689,5750019A,1,609,7211,581,216,6327799.80664063,16878.3922307912
35690,5750019B,1,609,7212,1,0,1568140.96679688,6138.60355754757
35691,6600046A,1,603,7377,0,0,7469.482421875,692.340635677519
35692,6600028J,1,603,7373,0,0,10574.4873046875,417.857429383356
35693,6600050A,1,603,7379,0,1,6792.9892578125,480.511377376031
35694,3850413A,1,958,6863,0,0,293190.075195313,3233.7618085534
35695,3850002E,1,958,6827,3,3,5349210.19824219,10952.0406048838
35696,3850671C,1,958,6873,27,12,10915702.1962891,18860.5109221924
35697,3850661B,1,958,6872,2,1,6691882.91894531,13941.5715274463
35698,4100005A,0,244,632,2199,607,8916164.18066406,15140.0379116229
35699,4100028A,0,244,635,3147,874,27775691.1845703,21122.5417297735
35700,4100040A,0,244,637,2184,682,11138549,15861.1724103093
35701,4100061A,0,244,639,2528,824,10330870.1806641,13438.3855664005
35702,4100017A,0,244,634,2676,863,12959362.640625,16144.9417261699
35703,4100050A,0,244,638,2217,661,7221701.73632813,14270.8963666518
35704,4100014A,0,244,633,3277,938,15904485.1376953,16661.0690232545
35705,4100034A,0,244,636,2178,759,15642106.4882813,17172.6562195816
35706,1900018B,1,63,6431,626,257,12396901.8583984,17779.0616419868
35707,3330035A,1,638,6715,0,0,1153708.97949219,4959.06531818562
35708,3800005A,1,249,6820,0,0,48568.017578125,864.436329866312
35709,3550029A,0,322,492,1482,536,14276928.8300781,15965.2223570158
35710,0050063A,0,322,2,1690,765,506662693.007813,144856.769474376
35711,5000011B,1,322,7000,9,2,32067434.9726563,42903.4114395263
35712,3550067A,1,322,6775,584,205,28148873.6425781,21272.5190472937
35713,0090003A,0,322,8,1989,849,1512289545.61426,186726.375340883
35714,5400005F,1,322,7152,170,77,14009454.1865234,15873.0950795972
35715,3550104A,1,322,6782,1275,382,14228739.15625,15973.9292372564
35716,0050004B,1,322,6004,316,108,100649911.233398,65815.5383663749
35717,3550061A,0,322,499,2391,799,27201249.6992188,25767.9595963559
35718,1770004A,1,322,6344,314,125,43274692.4091797,31326.6888261113
35719,1770015F,1,322,6360,4,4,37213924.0400391,26690.4269818492
35720,3550059A,1,322,6772,493,142,21422687.9101563,21439.0417354642
35721,0050001B,1,322,6001,138,52,188220134.007813,56039.3651738268
35722,3550001E,1,322,6764,0,0,1400449.04199219,5555.71008116693
35723,5400011C,1,322,7155,197,75,14465471.484375,16184.2728144524
35724,0050003A,0,322,1,1321,614,401383506.016602,121149.519234669
35725,5750033C,1,605,7219,39,16,213554.075195313,2434.12160803814
35726,0520010B,1,640,6112,4,3,9651784.12597656,16309.8532247895
35727,9005833A,0,210,1732,2657,774,7489787.578125,12513.6715521411
35728,9005928A,0,210,1735,3176,942,87111972.3164063,44985.8234281367
35729,9002866A,0,210,1636,1878,581,3331328.46386719,10920.5958525745
35730,9007689A,0,210,1800,2120,605,21248128.0185547,25385.3205536725
35731,9001310A,0,210,1374,2071,649,12316172.7988281,15966.8128557987
35732,9005919A,0,210,1734,2139,649,25207363.0888672,22504.0887010336
35733,9000309A,1,210,7582,0,0,206039.606445313,2920.81259627137
35734,9001342C,1,210,7643,517,149,4168725.10546875,9993.33609235141
35735,9001367A,0,210,1379,2390,830,73452664.3945313,54500.2616692379
35736,9007683A,0,210,1799,2308,740,35631665.1054688,36265.1906377391
35737,9000267A,0,210,1159,2971,954,59031764.2226563,42938.4580873106
35738,9001273A,1,210,7635,0,0,2069902.46191406,9339.75974309219
35739,9001382A,0,210,1382,2279,767,31126854.8740234,30677.4741561746
35740,9000264A,1,210,7578,544,171,10690224.4667969,17187.1379247202
35741,9001317C,0,210,1375,2652,749,4586645.39453125,8721.96188403688
35742,9003926A,1,210,7814,269,86,25046344.9091797,28426.8018596243
35743,9001306A,0,210,1373,1981,525,36704600.5898438,47108.1343812434
35744,9007693D,0,210,1801,3134,911,615827425.599609,141479.18251865
35745,6220041A,0,412,859,2154,946,27166395.0820313,28673.8258109086
35746,6220101A,0,412,876,3058,986,71010714.4521484,44154.1951941506
35747,6220032A,0,412,857,2321,808,16005582.7519531,17145.8716180444
35748,2950069A,0,860,427,1502,712,8896832.8125,20098.7007192723
35749,2950081A,0,860,429,1843,847,5345432.37304688,11274.1856752149
35750,2950042A,0,860,423,2034,860,3963826.56054688,8118.08653232477
35751,9002704A,1,616,7728,694,225,3315008.828125,7965.1227376114
35752,9000581A,0,616,1241,2331,899,10753926.9462891,17215.3922689591
35753,9003839A,1,886,7807,0,0,446496.96875,7058.07243262978
35754,2029986A,1,550,6457,0,0,5375.990234375,399.99985614419
35755,4400028A,1,550,6909,14,1,159845.952148438,2094.61176841948
35756,4400027A,1,550,6908,0,0,13913489.1464844,15846.4354853137
35757,3850084A,1,949,6841,1445,474,7507532.29882813,10973.3501417724
35758,3850562A,0,949,598,2824,899,28736511.7382813,26507.7709091938
35759,3850081A,0,949,541,1485,554,7676994.93554688,11163.6327835873
35760,1600077A,1,459,6327,0,0,755281.579101563,4437.9668884123
35761,1600002A,1,459,6315,1307,453,7293325.84765625,20917.662927597
35762,1600024A,1,459,6319,1136,348,7987739.23339844,22073.5929461436
35763,1600035A,1,459,6320,340,134,3188066.32324219,8738.60326303661
35764,3650001B,1,848,6788,13,2,1624885.34570313,5816.48710873787
35765,3650006A,0,848,512,1149,513,7982205.20507813,11972.0865040257
35766,3650002A,0,848,510,1979,862,8918942.63769531,13503.3591919688
35767,3850261A,1,953,6853,0,0,1659547.24511719,8485.80812207309
35768,3850307A,1,927,6857,364,125,2350531.47949219,6874.12236228907
35769,3000001A,1,69,6669,1,2,25754447.0214844,22949.7846556449
35770,3000008F,1,69,6678,0,0,620752.341796875,5645.41939428393
35771,3000001K,1,69,6670,0,0,52889648.9501953,34609.5504314531
35772,5400007A,1,305,7153,0,0,38336.037109375,785.081284744618
35773,1750029D,1,305,6333,0,0,20536488.5332031,43591.0311077989
35774,6300457E,1,305,7350,18,11,19784596.4902344,32402.5643807769
35775,1750001D,1,305,6329,488,215,481389306.260742,175936.685139701
35776,5000026A,0,305,699,1534,500,86380117.6699219,50378.9914751552
35777,5000024A,0,305,698,1563,506,17388630.7851563,20788.290852245
35778,5000118A,1,305,7037,1156,402,14364571.2519531,18756.3173923476
35779,6300460G,1,305,7354,0,0,196597.436523438,2431.57075781573
35780,5000070A,0,305,708,1960,663,15470526.7724609,16675.915927122
35781,3680001A,1,305,6794,641,316,360393045.604492,162313.509043208
35782,5000104A,0,305,714,2729,862,96467984.9365234,47355.0670376145
35783,5000020A,0,305,697,2312,837,31059723.0302734,33051.1905135625
35784,5000013A,1,305,7002,0,0,338085525.550781,96799.3617905018
35785,1750001Q,1,305,6330,266,149,305065584.128906,106914.981600284
35786,5000134A,0,305,718,2642,929,120549946.902344,72028.0065272598
35787,1770306B,1,305,6379,464,149,36177646.7333984,24121.1575933241
35788,5000013K,1,305,7004,0,0,13664612.4824219,17213.9816100623
35789,3680001C,1,305,6795,101,40,88135568.8095703,51016.6393681435
35790,3850008A,0,928,526,1640,914,12763108.0566406,15524.9767012969
35791,3850037G,1,928,6833,0,0,70975.90625,1891.81489666548
35792,0090007C,1,380,6049,1,0,8387842.46289063,15664.4645196635
35793,6700007A,1,782,7389,247,99,2270734.56738281,6685.20445119591
35794,9003520B,0,278,1676,1607,651,4995132.6953125,9228.66829348377
35795,9000947A,0,278,1313,2685,918,8975625.859375,15500.0862172771
35796,9003988A,0,278,1685,2096,894,6387462.15820313,12371.0688132608
35797,9000964A,0,278,1315,1308,552,3334916.86230469,7418.73239227831
35798,9003814A,1,278,7806,135,49,2502405.50976563,7426.6256630972
35799,9000580A,0,278,1240,2095,874,6269609.33007813,10105.6747982098
35800,9005541A,0,278,1722,2224,922,9797745.83398438,19263.3379692925
35801,9000966A,0,278,1316,1653,632,5525715.58886719,10616.7338261156
35802,9001387A,0,278,1384,2226,878,9234091.00878906,14150.8959713823
35803,9000679B,1,278,7598,0,0,50753.462890625,1380.34129398021
35804,2930063A,1,684,6632,0,0,46899792.0371094,29693.2501561617
35805,1780074A,1,684,6389,388,122,5519050.71972656,15185.0038716644
35806,1780072A,0,684,235,1357,587,13203451.7929688,17846.4724199988
35807,3850446A,1,921,6865,0,0,134547.974609375,1625.10068260642
35808,7050027A,0,611,964,2456,835,17445925.3349609,19782.2702661722
35809,7050001A,0,611,962,2059,703,16153806.8671875,22010.0734866464
35810,7050076A,0,611,968,2272,858,17294649.9804688,17813.5070934694
35811,7050043A,1,611,7441,948,320,6234468.23339844,10229.2780449694
35812,2020002A,1,611,6453,700,205,13187605.6650391,15892.1039000824
35813,7050016A,1,611,7439,1179,443,8276808.57128906,12124.8650112925
35814,7050003A,1,611,7436,8,0,128761.51171875,1735.75974045273
35815,7050006A,0,611,963,1431,503,10633519.0302734,13791.943036015
35816,9001430A,1,196,7652,1163,347,3305169.80859375,8900.69144840842
35817,9002237A,1,196,7700,1322,490,4090630.98828125,11692.5047723468
35818,9002238A,0,196,1556,1392,529,9144414.28710938,22604.7132224641
35819,9002231A,0,196,1555,2301,905,9885689.96679688,17234.4571933132
35820,9001433A,1,196,7653,982,345,4028332.92871094,9106.74231640938
35821,9003181A,0,196,1669,1123,503,6763626.7265625,10386.7708570237
35822,9002227A,0,196,1554,1949,759,11034610.5371094,16797.0882570054
35823,6220016C,1,413,7259,252,64,37834358.7226563,28910.4816838439
35824,6220149D,1,413,7296,121,44,1377970.48828125,5637.37993975773
35825,7850002B,1,892,7558,634,466,3565409.67675781,8260.38343540797
35826,4500021A,1,565,6935,742,265,3463642.96386719,7895.17842173848
35827,4500022A,0,565,667,1606,596,16072518.4746094,24641.151037141
35828,3550028D,1,345,6768,0,0,1464361.50488281,14544.3424995737
35829,3550102B,1,345,6780,0,0,545865.740234375,11094.8354762044
35830,2550123A,0,750,359,2173,908,6345528.41210938,13189.5949791701
35831,2550118A,0,750,357,1952,754,6018385.74414063,11414.0811503996
35832,2550078A,0,750,346,1894,797,9305349.88769531,16440.8499746042
35833,2550196A,1,750,6545,0,0,2759.5009765625,358.17572526998
35834,2551696A,1,750,6546,0,0,171860.073242188,5333.65835445336
35835,2550122A,0,750,358,2375,899,8491834.88085938,12002.4868193315
35836,2550110A,0,750,355,1967,743,7662277.46484375,13601.7200540751
35837,2550100A,0,750,354,1696,729,7441916.58496094,12425.291718768
35838,2550115A,0,750,356,1926,821,10744677.0634766,16060.0717601064
35839,2550091A,0,750,350,1819,722,7385907.40722656,13410.2059124988
35840,2550097A,0,750,353,2216,744,10038150.2451172,17345.4381686007
35841,2550070A,0,750,343,1828,667,13182029.8154297,16640.639553364
35842,2550127A,0,750,360,2283,917,7310633.828125,13972.4215039695
35843,2550038A,0,750,335,1803,753,4896731.97167969,9261.61451652593
35844,2550077A,0,750,345,2820,816,7430254.54394531,12763.4288602794
35845,2550093A,0,750,351,1799,721,6537605.9296875,14047.7295596128
35846,5850223F,1,689,7226,0,0,16273759.3769531,19437.8197776
35847,5850028A,0,689,827,2574,793,99119734.7207031,45127.3421387237
35848,5850027A,0,689,826,1970,633,33744057.5117188,39865.2563665462
35849,2930016B,1,689,6625,3,2,4953221.41503906,9864.75990065578
35850,5850175A,0,689,830,2358,948,22261128.0869141,29973.1335787141
35851,5850221A,1,689,7223,1418,439,95095137.4111328,39177.3135514276
35852,5230031B,1,671,7118,0,0,109202.051757813,2194.71013857658
35853,5230001A,1,671,7113,0,0,971841.493164063,8318.37952555545
35854,5230006C,1,671,7117,61,20,4059866.86816406,13543.3964195974
35855,1020005B,1,430,6186,1,1,23385375.0527344,32327.231256335
35856,4700006E,1,430,6966,0,0,8175591.6484375,14894.247065627
35857,1020017A,1,430,6188,207,46,7390774.21679688,13950.8507341764
35858,4700006G,1,430,6968,0,0,1551765.91015625,5004.59444929765
35859,4700006D,1,430,6965,0,0,3169776.4296875,7400.48472554507
35860,4700006F,1,430,6967,0,0,19155267.703125,20994.3537028103
35861,2100118B,1,123,6501,161,43,1138496.55664063,5475.85360564288
35862,9005759A,1,452,7836,811,207,3882794.53808594,9185.94659241557
35863,9001280A,0,452,1369,2473,911,2181429.44628906,7152.38831611783
35864,9002582A,1,452,7719,564,244,1670204.06542969,6586.54486864156
35865,9003922A,1,452,7813,969,464,4040735.43359375,12168.3274406273
35866,9001372A,0,452,1380,689,946,2599528.98925781,8291.51212277059
35867,4450051A,1,656,6926,0,0,17954.490234375,946.303935353967
35868,1900005A,1,84,6422,743,245,5867532.91015625,13832.8602313939
35869,2600069A,1,561,6567,21,9,275252.575195313,3037.41642295016
35870,1250001A,1,561,6253,48,21,1899414.95996094,6940.42343187
35871,2600104A,1,561,6571,700,334,57345757.4658203,32376.9916226021
35872,1450019B,1,878,6289,54,33,530634.026367188,3442.75172652998
35873,3230003A,1,663,6701,940,382,42731777.5410156,28537.3239358346
35874,3230004A,0,663,439,1773,655,114645048.415039,50011.9622770592
35875,1070003A,1,795,6234,616,251,3827477.71972656,8467.23698263945
35876,1070004A,1,795,6235,503,177,2421088.22363281,7274.60888085162
35877,1300039A,1,517,6275,742,265,7882166.38085938,14088.2955109822
35878,1300012A,1,517,6270,1063,383,15746170.5683594,19383.0328648073
35879,1300026A,1,517,6274,897,352,21634524.4970703,21062.7410275065
35880,0600052B,1,79,6133,0,0,691389.439453125,3719.24823201915
35881,7410003B,1,631,7466,111,59,573503.961914063,4835.02505868835
35882,7410004A,1,631,7467,329,165,2242282.96875,7107.05567003939
35883,1030101B,1,914,6206,1125,453,5183745.70214844,14226.8702155345
35884,1030100A,1,914,6205,324,186,16929982.7978516,24550.2938352406
35885,1030014A,0,914,140,1396,686,8151553.7109375,15924.0503888581
35886,4400020B,1,770,6903,5,6,54690.462890625,1933.07186210006
35887,1780075A,0,691,236,2190,758,28856720.3535156,34001.4226418623
35888,5850223A,1,691,7225,0,0,136386820.491211,59775.1672978513
35889,2930063B,1,691,6633,0,0,24981663.2011719,37746.5686876284
35890,1780092A,0,691,237,2972,892,46659072.0527344,44340.7594940836
35891,1780080A,1,691,6391,444,133,3630914.51464844,9271.87481815648
35892,2930064B,1,691,6634,0,0,5357243.42480469,11925.4580674237
35893,2350021A,1,533,6514,104,26,2072226.93066406,9450.73423184924
35894,2350030B,1,533,6527,117,38,4657003.99902344,13251.0454710172
35895,2350002A,1,533,6508,3,2,10315640.5546875,21349.9090118165
35896,2350026A,1,533,6521,238,75,44518999.2109375,41173.5287681419
35897,6550073A,1,903,7369,287,82,1839788.06835938,5911.84702907935
35898,5000008A,0,351,696,1947,701,24863113.3085938,23468.5850415551
35899,5000075A,0,351,709,1720,594,16165440.2353516,18733.8084913603
35900,4700002C,1,425,6957,0,0,495659735.616211,141894.378328437
35901,6820004D,1,425,7407,1,1,62405499.0566406,43901.2104135023
35902,6820004L,1,425,7409,0,0,862677.250976563,5121.70283857177
35903,6220069A,0,398,867,1261,542,11864879.0185547,15474.4426642608
35904,6220067A,0,398,866,1728,619,20975853.7802734,23000.1426360729
35905,3000008A,1,71,6677,33,13,39842981.8173828,40116.5750330518
35906,3430100K,1,480,6739,0,0,51493.482421875,1139.39223193648
35907,3430003C,1,480,6728,137,46,2520592.8828125,7491.08745799928
35908,3430001C,1,480,6727,130,51,1183634.73730469,7324.58849629104
35909,3430003G,1,480,6732,0,0,196913.895507813,2466.24167619548
35910,3430005B,1,480,6733,0,0,132539.059570313,1822.94626543354
35911,3430100A,1,480,6735,0,0,8011482.96386719,12697.9390849842
35912,1070022A,1,794,6239,646,246,4069962.46386719,8706.90923316812
35913,1070023C,0,794,170,2295,870,16560107.4541016,24500.5531389733
35914,1070012A,0,794,166,2613,941,21097344.4433594,20028.0604434879
35915,1070015A,1,794,6236,1,0,1157269.15039063,7200.39726206486
35916,1070024A,0,794,171,2411,902,14508741.1972656,22165.9364390451
35917,6300006E,1,382,7339,138,33,95548299.7333984,44115.5103875748
35918,3850650A,1,826,6871,788,284,5921120.7578125,13230.1730265518
35919,2100103A,0,108,293,1894,868,14103278.5341797,18083.7909870487
35920,6850040A,1,5,7432,0,0,3760765.51269531,12018.7482199699
35921,6700020A,0,784,953,1336,611,10880894.171875,13943.5228871231
35922,6700014B,0,784,951,2159,928,13083158.9335938,14908.6945427846
35923,6700062A,1,784,7398,538,279,4548386.32714844,14638.4631676673
35924,1450144G,1,881,6295,0,0,297572.500976563,2578.37972986106
35925,3990028A,0,897,623,1656,818,12312696.9970703,16041.2084128815
35926,3990065A,0,897,628,1927,974,11857377.2363281,19512.0100852075
35927,3990030A,0,897,624,1334,607,5735619.77539063,10485.7130999979
35928,3990063A,0,897,627,1386,693,8544334.95605469,15968.2856126303
35929,3990062A,0,897,626,1922,970,11488694.8134766,15701.142229142
35930,5230017A,0,670,760,826,512,4245391.65234375,8943.50796767171
35931,2250017B,1,247,6505,7,3,57437302.6376953,34391.4224235628
35932,9002182A,0,490,1547,2283,759,7188765.703125,14407.7623652515
35933,9001126A,0,773,1349,2294,670,6689294.8203125,13339.8758170235
35934,9007139A,0,773,1788,3026,929,12926952.2832031,20647.5222300858
35935,9001094A,0,773,1342,2750,866,11908009.0166016,17224.5030575634
35936,9002240A,0,773,1557,2721,879,9657752.63574219,13472.2782465687
35937,9001931A,0,773,1491,2098,632,10485546.6943359,17380.742321786
35938,9001120A,0,773,1348,2313,742,6528218.22851563,10250.9848467086
35939,9000410B,0,773,1204,2398,699,30378097.0273438,27385.4371782039
35940,9001177A,0,773,1355,2852,902,66449437.8046875,45052.5125449649
35941,9001113A,0,773,1347,2218,744,10983851.5693359,15464.0574506151
35942,9001099A,0,773,1344,2596,773,32987906.3730469,28640.8670436871
35943,9003112A,0,773,1666,2308,787,14842260.9189453,23999.1232672543
35944,9001080A,0,773,1338,2223,637,33789040.0537109,39326.5351819624
35945,9001092A,0,773,1341,2629,831,20932945.3916016,25574.2149851346
35946,9001665A,0,773,1442,2384,803,16991676.1142578,18830.3866218946
35947,9001666A,0,773,1443,2540,842,9124822.86230469,13281.9594772275
35948,9001926A,0,773,1489,2769,848,17789907.6240234,17210.0315228925
35949,9000154A,0,773,1129,2511,845,19505478.015625,21784.8382560032
35950,9001106A,0,773,1345,2418,769,13321995.8056641,16922.3965854326
35951,9000402A,0,773,1202,2763,947,13754801.0478516,15781.2884221573
35952,3850037F,1,930,6832,0,0,254852.412109375,2679.55716947036
35953,5250146A,1,170,7143,948,352,10931328.0830078,25436.6759016439
35954,5200025A,1,502,7106,0,0,35491.51171875,939.285631400102
35955,0300006B,1,376,6079,3,0,517488768.334961,96495.6524661879
35956,3550019B,1,376,6766,0,0,3596147.77050781,32698.6542684946
35957,5000094C,1,376,7033,0,0,526932.41796875,2903.0665300476
35958,4800028A,0,709,680,1899,810,17693958.0332031,22809.5430135116
35959,4800071A,0,709,693,1775,925,7683310.68359375,11100.4376660747
35960,4800001A,1,709,6980,1104,436,9319921.72265625,12986.3594335257
35961,4800022A,0,709,679,1769,802,9859583.23046875,15240.1808736188
35962,4800040A,0,709,686,1916,839,11402002.9140625,15957.9256169072
